OPERATIVAS[Nombre Documento],OPERATIVAS[Grupo SOAP],OPERATIVAS[Equipo SOAP],OPERATIVAS[Tipo Documento SOAP],OPERATIVAS[Equipo Mesa Ágil SOAP],OPERATIVAS[Ruta archivo]
1 - Criterios_Validacion_Conciliacion_OK.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/1 - Criterios_Validacion_Conciliacion_OK.docx
1_2 - Criterios_Validacion_Conciliacion_ERROR_PORTOUT.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/1_2 - Criterios_Validacion_Conciliacion_ERROR_PORTOUT.docx
2 - Criterios_Validacion_Conciliacion_ERROR_rc46.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/2 - Criterios_Validacion_Conciliacion_ERROR_rc46.docx
3 - Criterios_Validacion_Conciliacion_ERROR_6.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/3 - Criterios_Validacion_Conciliacion_ERROR_6.docx
4 - Criterios_Validacion_Conciliacion_ERROR_SIN_PERFIL.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/4 - Criterios_Validacion_Conciliacion_ERROR_SIN_PERFIL.docx
Capacitación Preactivación de Prepago PRE_REA_CONCI_045.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/Capacitación Preactivación de Prepago PRE_REA_CONCI_045.docx
Manual_conciliacion_extraccion_data.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/[DdS] [Conciliaciones] Conciliación de existencia IMS ENS vs UDB/Conciliaciones Manual/Manual_conciliacion_extraccion_data.docx
BOSS-POST-0001-Liberacion de contratos KV.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0001-Liberacion de contratos KV.docx
BOSS-POST-0002-Bono Fidelidad.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0002-Bono Fidelidad.docx
BOSS-POST-0003-Bono Renovaci¢n coorporativo.docx.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0003-Bono Renovaci¢n coorporativo.docx.docx
BOSS-POST-0004-Bono Duplica tus Megas renovacion.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0004-Bono Duplica tus Megas renovacion.docx
BOSS-POST-0005-Bono Claro Club.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0005-Bono Claro Club.docx
BOSS-POST-0006-Bono Full Claro.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0006-Bono Full Claro.docx
BOSS-POST-0007-Bono por Campaña.docx.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0007-Bono por Campaña.docx.docx
BOSS-POST-0008-Bono Colaborador Móvil-HPERLAPJUNIORP.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0008-Bono Colaborador Móvil-HPERLAPJUNIORP.docx
BOSS-POST-0009-Bono Colaborador Móvil.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0009-Bono Colaborador Móvil.docx
BOSS-POST-0010-Bono Colaborador Altas Fijas.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0010-Bono Colaborador Altas Fijas.docx
BOSS-POST-0011-Alinear TIM.PP_DATOS_CONTRATO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0011-Alinear TIM.PP_DATOS_CONTRATO.docx
BOSS-POST-0012-Anotaciones Desbloqueo de línea.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0012-Anotaciones Desbloqueo de línea.docx
BOSS-POST-0013-Bono Colaborador Cambio Plan Fijas.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0013-Bono Colaborador Cambio Plan Fijas.docx
BOSS-POST-0014-Métrica R1.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0014-Métrica R1.docx
BOSS-POST-0015-Métrica R2.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0015-Métrica R2.docx
BOSS-POST-0016-Métrica R4.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0016-Métrica R4.docx
BOSS-POST-0017-TRAFICO RECHAZADO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0017-TRAFICO RECHAZADO.docx
BOSS-POST-0018-LIMPIEZA DE UMBRAL FILE SYSTEM.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0018-LIMPIEZA DE UMBRAL FILE SYSTEM.docx
BOSS-POST-0019-DESACTIVACIÓN DE LÍNEAS POSTPAGO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0019-DESACTIVACIÓN DE LÍNEAS POSTPAGO.docx
BOSS-POST-0020-CANCELAR REQUEST.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0020-CANCELAR REQUEST.docx
BOSS-POST-0021-FINALIZAR REQUEST.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0021-FINALIZAR REQUEST.docx
BOSS-POST-0022-Alinear líneas y series ficticias.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0022-Alinear líneas y series ficticias.docx
BOSS-POST-0023-LIBERAR LINEAS EN BSCS.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0023-LIBERAR LINEAS EN BSCS.docx
BOSS-POST-0024-LIBERAR LINEA Y SIM.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0024-LIBERAR LINEA Y SIM.docx
BOSS-POST-0025-RELANZAR PETICION.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0025-RELANZAR PETICION.docx
BOSS-POST-0026-ACTIVAR-DESACTIVAR SERVICIOS.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0026-ACTIVAR-DESACTIVAR SERVICIOS.docx
BOSS-POST-0027-ACTIVAR-DESACTIVAR SERVICIOS1.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0027-ACTIVAR-DESACTIVAR SERVICIOS1.docx
BOSS-POST-0028-ALINEAR PAQUETES ROAMING.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0028-ALINEAR PAQUETES ROAMING.docx
BOSS-POST-0029-Monto a Imputar (DETALLE DE LLAMADAS LOCAL).docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0029-Monto a Imputar (DETALLE DE LLAMADAS LOCAL).docx
BOSS-POST-0030-Monto a Imputar (DETALLE DE LLAMADAS ROAMING).docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0030-Monto a Imputar (DETALLE DE LLAMADAS ROAMING).docx
BOSS-POST-0031-Alinear servicio Smart Watch-HPERLAPJUNIORP.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0031-Alinear servicio Smart Watch-HPERLAPJUNIORP.docx
BOSS-POST-0032-Alinear servicio Smart Watch.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0032-Alinear servicio Smart Watch.docx
BOSS-POST-0033-ALINEACIÓN DE SERVICIOS CORE AL PLAN.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0033-ALINEACIÓN DE SERVICIOS CORE AL PLAN.docx
BOSS-POST-0034-FACTURAS EN CERO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0034-FACTURAS EN CERO.docx
BOSS-POST-0035-ASIGNAR CAMBIO DE SIM V2.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0035-ASIGNAR CAMBIO DE SIM V2.docx
BOSS-POST-0035-ASIGNAR CAMBIO DE SIM.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0035-ASIGNAR CAMBIO DE SIM.docx
BOSS-POST-0036-Alineación de tickler de bloqueos.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0036-Alineación de tickler de bloqueos.docx
BOSS-POST-0037-REALIZAR CAMBIO NÚMERO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0037-REALIZAR CAMBIO NÚMERO.docx
BOSS-POST-0038-BAJA DE NÚMERO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0038-BAJA DE NÚMERO.docx
BOSS-POST-0039-ALINEACIÓN DE CARGO FIJO.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0039-ALINEACIÓN DE CARGO FIJO.docx
BOSS-POST-0040-Alineación de límite de credito.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0040-Alineación de límite de credito.docx
BOSS-POST-0041-Alineaci¢n de códigos de limpieza.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0041-Alineaci¢n de códigos de limpieza.docx
BOSS-POST-0042-Control Archivo protección móvil vs lo contratado en la venta.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0042-Control Archivo protección móvil vs lo contratado en la venta.docx
BOSS-POST-0043-Control cobro OCC - Protección móvil.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0043-Control cobro OCC - Protección móvil.docx
BOSS-POST-0044-Tendencia del trafico depurado.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0044-Tendencia del trafico depurado.docx
BOSS-POST-0045-Tendencias OCCs de Asurion.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0045-Tendencias OCCs de Asurion.docx
BOSS-POST-0046-Tendencias CUOTAS.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0046-Tendencias CUOTAS.docx
BOSS-POST-0047-Depuración de topes fuera de tendencia.docx,BOSS,Provisión y Mediación,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.1. Provisión y Mediación/01. Documentación/01. Operativas/02. Postpago/BOSS-POST-0047-Depuración de topes fuera de tendencia.docx
